RegioNaam,RegioCode,Amsterdamsecode,Partij,AantalZetels,Website,Facebook,Engine,Feed,Full_content
"Nissewaard","G1930","10735","ChristenUnie-SGP","1","https://nissewaard.christenunie.nl/",,"procurios","https://nissewaard.christenunie.nl/l/rss/collect/weblog/1145574",true
"Nissewaard","G1930","10735","Lokaal Onafhankelijk Bernisse (LOB)","1",,"https://www.facebook.com/lobnissewaard/",,,
"Nissewaard","G1930","10735","Forza! Nissewaard","",,"https://www.facebook.com/ForzaNissewaard/",,,
"Nissewaard","G1930","10735","Trots op Nederland (TROTS)","","http://nissewaard.trotsnl.nl/",,,,
"Noord-Beveland","G1695","10250","Noord-Bevelands Belang","4","http://noord-bevelandsbelang.123website.nl/","https://www.facebook.com/noordbevelandsbelang/",,,
"Noord-Beveland","G1695","10250","BEN","1","https://www.ben-b.nl/","https://www.facebook.com/BEtrokken-Noord-Beveland-BEN-1414367678801559/","webnode","http://ben-b.nl/rss/all.xml",true
"Noordenveld","G1699","10699","Kiesvereniging Gemeentebelangen Noordenveld","9","https://www.gemeentebelangen.nu/","https://www.facebook.com/GemeentebelangenNoordenveld/","divi","https://www.gemeentebelangen.nu/feed/",true
"Noordenveld","G1699","10699","Lijst Groen Noordenveld (LGN)","3","https://www.lijstgroennoordenveld.nl/","https://www.facebook.com/Lijstgroennoordenveld/",,,
"Noordoostpolder","G0171","10144","ChristenUnie-SGP","5","https://noordoostpolder.christenunie-sgp.nl/",,"procurios","https://noordoostpolder.christenunie-sgp.nl/l/rss/collect/news/448731.12504",true
"Noordoostpolder","G0171","10144","Politieke Unie (P.U.)","4","https://www.punop.nl/","https://www.facebook.com/punop/",,,
"Noordoostpolder","G0171","10144","ONS Noordoostpolder","3","https://www.onsnoordoostpolder.nl/","https://www.facebook.com/ONSNoordoostpolder/","webnode","http://onsnoordoostpolder.nl/rss/all.xml",true
"Noordoostpolder","G0171","10144","JEZUS LEEFT","","https://www.jezusleeft.nl/",,,,
"Noordoostpolder","G0171","10144","Partij van vrije Poldermensen (PvvP)","","https://radioemmeloord.nl/",,"wordpress","https://radioemmeloord.nl/feed/",false
"Nuenen, Gerwen en Nederwetten","G0820","10761","W70 Nuenen Gerwen Nederwetten Eeneind","6",,"https://www.facebook.com/W70Nuenen/",,,
"Nuenen, Gerwen en Nederwetten","G0820","10761","Combinatie Nuenen c.a.","1",,,,,
"Nuenen, Gerwen en Nederwetten","G0820","10761","Lijst Pijs","",,,,,
"Nuenen, Gerwen en Nederwetten","G0820","10761","Nuenens Belang","",,,,,
"Nunspeet","G0302","10512","Gemeentebelang","6","https://www.nunspeet-gemeentebelang.nl/",,"wordpress",,
"Nunspeet","G0302","10512","PvdA / GROENLINKS","1",,"https://www.facebook.com/pvdaglnunspeet/",,,
"Nunspeet","G0302","10512","Algemeen Belang Nunspeet (ABN)","",,"https://www.facebook.com/algemeenbelangnunspeet.nl/",,,
"Nunspeet","G0302","10512","DePartij","",,"https://www.facebook.com/DePartij2017/",,,
"Oegstgeest","G0579","10287","Progressief Oegstgeest","4","http://www.progressiefoegstgeest.nl/","https://www.facebook.com/PrOegstgeest/","wordpress","http://www.progressiefoegstgeest.nl/feed/",false
"Oegstgeest","G0579","10287","Hart voor Oegstgeest","2","https://www.hartvooroegstgeest.nl/","https://www.facebook.com/Hart-voor-Oegstgeest-210719149429598/",,,
"Oegstgeest","G0579","10287","Lokaal Oegstgeest","1","https://oegstgeest.marktlokaal.com/","https://www.facebook.com/lokaaloegstgeest/","wordpress","https://oegstgeest.marktlokaal.com/feed/",true
"Oirschot","G0823","10225","De Gewone Man","4","http://www.degewoneman.nl/",,"wordpress","http://www.degewoneman.nl/feed/",true
"Oirschot","G0823","10225","Dorpsvisie","3","https://www.dorpsvisie.nl/","https://www.facebook.com/koersvast/","wordpress","https://www.dorpsvisie.nl/feed/",true
"Oirschot","G0823","10225","Sociaal Progressief Oirschot","3","http://www.sociaalprogressiefoirschot.nl/","https://www.facebook.com/SociaalProgressiefOirschot/",,,
"Oisterwijk","G0824","10103","Partij Gemeente Belangen","6","https://partijgemeentebelangen.nl/",,,"https://partijgemeentebelangen.nl/feed/",true
"Oisterwijk","G0824","10103","PrO (GroenLinks-PvdA-D66)","5","https://www.pro-oisterwijk.nl/",,,,
"Oisterwijk","G0824","10103","Algemeen Belang","4",,"https://www.facebook.com/ABpolitiek/",,,
"Oldambt","G1895","10453","Gemeentebelangen Oldambt","3",,"https://www.facebook.com/gemeentebelangenoldambt/",,,
"Oldambt","G1895","10453","Partij voor het Noorden","3",,"https://www.facebook.com/PvhNOldambt/",,,
"Oldambt","G1895","10453","Verenigde Communistische Partij (VCP)","3","http://vcpoldambt.nl/",,"wordpress","http://vcpoldambt.nl/feed/",true
"Oldambt","G1895","10453","Oldambt Aktief","1","http://www.oldambtaktief.nl/","https://www.facebook.com/Oldambt-Aktief-1661753707399570/","wordpress","http://www.oldambtaktief.nl/feed/",true
"Oldambt","G1895","10453","Burgerbelangen Oldambt","",,"https://www.facebook.com/bboldambt/",,,
"Oldambt","G1895","10453","GROEP HOP","","http://groephop.nl/","https://www.facebook.com/groephopoldambt/",,,
"Oldebroek","G0269","11106","Algemeen Belang Oldebroek (A.B.O.)","3",,"https://www.facebook.com/ABO.Oldebroek/videos/?ref=page_internal",,,
"Oldenzaal","G0173","11100","Werknemersgroepering","7","http://www.wgoldenzaal.nl/",,,,
"Olst-Wijhe","G1773","10409","Gemeentebelangen Olst-Wijhe","4","https://www.gb-olstwijhe.nl/","https://www.facebook.com/Gemeentebelangen-Olst-Wijhe-452189078242886/","wordpress","https://www.gb-olstwijhe.nl/feed/",true
"Ommen","G0175","11069","Lokale Partij Ommen","4","https://www.lokalepartijommen.nl/",,"wix.com","https://www.lokalepartijommen.nl/feed.xml",true
"Ommen","G0175","11069","Volkspartij Ommen Vooruit (VOV)","2","http://www.vov-ommen.nl/","https://www.facebook.com/vovommen/",,,
"Oost Gelre","G1586","11094","OOG","5","http://www.oog-oostgelre.nl/","https://www.facebook.com/OnafhankelijkenOostGelre/","wordpress","http://www.oog-oostgelre.nl/feed/",true
"Oost Gelre","G1586","11094","Nieuwe Liberalen OG","1","https://nieuweliberalen.com/","https://www.facebook.com/nieuweliberalenoostgelre/",,,
"Oosterhout","G0826","11280","Gemeentebelangen Oosterhout","10","http://www.gemeentebelangenoosterhout.nl/","https://www.facebook.com/gboosterhout/","joomla!","http://www.gemeentebelangenoosterhout.nl/index.php?format=feed&type=rss",true
"Oosterhout","G0826","11280","Gezond Burger Verstand","3",,"https://www.facebook.com/gezondburgerverstand/posts",,,
"Oosterhout","G0826","11280","Groen Brabant","1","http://www.groen-brabant.nl/","https://www.facebook.com/GroenBrabant/","joomla!","http://www.groen-brabant.nl/index.php?format=feed&type=rss",false
"Oosterhout","G0826","11280","Lokaal Sociaal","","http://lokaal-sociaal.nl/","https://www.facebook.com/LokaalSociaalOosterhout/",,,
"Oosterhout","G0826","11280","Oosterhout Samen","",,"https://www.facebook.com/pages/category/Political-Party/Oosterhout-SAMEN-343888259436817/",,,
"Ooststellingwerf","G0085","10836","OoststellingwerfsBelang","7","http://www.ooststellingwerfsbelang.nl/","https://www.facebook.com/ooststellingwerfsbelang/",,,
"Ooststellingwerf","G0085","10836","StellingwerfPlus","1","http://www.stellingwerfplus.nl/","https://www.facebook.com/stellingwerfplus/","wordpress","http://www.stellingwerfplus.nl/feed/",false
"Opmeer","G0432","10609","Gemeentebelangen Opmeer","4","http://www.gemeentebelangen-opmeer.nl/",,,,
"Opmeer","G0432","10609","DOOR SAMENWERKING VOORUIT (DSV)","3","https://dsvopmeer.nl/",,,,
"Opsterland","G0086","10005","Opsterlands Belang","6","http://www.opsterlandsbelang.nl/",,"wordpress","http://www.opsterlandsbelang.nl/feed/",true
"Opsterland","G0086","10005","GROENLINKS-OpsterLanders","2","https://opsterlanders.wordpress.com/",,"wordpress.com","https://opsterlanders.wordpress.com/feed/",true
"Opsterland","G0086","10005","BAS","1",,"https://www.facebook.com/sportinopsterland/posts",,,
"Opsterland","G0086","10005","FNP","1",,,,,
"Oss","G0828","10834","Voor De Gemeenschap (V.D.G.)","10","https://vdg-oss.nl/",,"divi","https://vdg-oss.nl/feed/",false
"Oss","G0828","10834","Beter Oss","3","https://www.vandervalkcorporates.nl/","https://www.facebook.com/PartijBeterOss/?ref=py_c",,,
"Oss","G0828","10834","VZS (Verantwoordelijk voor Zelf en Samen)","",,"https://www.facebook.com/VZS.Verantwoordelijk.voor.Zelf.en.Samen/",,,
"Oude IJsselstreek","G1509","10260","Lokaal Belang","10",,"https://www.facebook.com/LokaalBelangOIJ/",,,
"Ouder-Amstel","G0437","10998","Ouder-Amstel Anders","3","https://ouderamstelanders.nl/","https://www.facebook.com/OuderAmstelAnders/","powered","https://ouderamstelanders.nl/feed/",true
"Ouder-Amstel","G0437","10998","Natuurlijk Belang","2",,,,,
"Oudewater","G0589","10188","VVD en D66","4","https://vvdend66oudewater.nl/",,"wordpress","https://vvdend66oudewater.nl/feed/",true
"Oudewater","G0589","10188","De Onafhankelijken","3","http://de-onafhankelijken.nl/",,,,
"Oudewater","G0589","10188","ChristenUnie-SGP","2","https://oudewater.christenunie.nl/","https://nl-nl.facebook.com/christenunie.sgp.oudewater/","procurios",,
"Overbetuwe","G1734","11188","Gemeentebelangen Overbetuwe","4",,"https://www.facebook.com/GemeentebelangenOverbetuwe/",,,
"Overbetuwe","G1734","11188","BurgerBelangen Overbetuwe","2","http://www.lijstbbo.nl/","https://www.facebook.com/LijstBBO/",,,
"Papendrecht","G0590","10427","PAPENDRECHTS ALGEMEEN BELANG","9","https://www.p-a-b.nl/",,,,
"Papendrecht","G0590","10427","Onafhankelijk Papendrecht","2","https://www.onafhankelijkpapendrecht.nl/","https://www.facebook.com/onafhankelijkpapendrecht.nl/",,"https://www.onafhankelijkpapendrecht.nl/rss/blog",true
"Peel en Maas","G1894","10205","Lokaal Peel en Maas","8",,"https://www.facebook.com/LokaalPeelenMaas/",,,
"Peel en Maas","G1894","10205","Partij van de Arbeid (P.v.d.A.)/GROENLINKS","3","https://pvdagroenlinks.nl/","https://www.facebook.com/pvdagroenlinkspeelenmaas/posts","wordpress","https://pvdagroenlinks.nl/feed/",false
"Peel en Maas","G1894","10205","AndersNu","1",,,,,
"Peel en Maas","G1894","10205","Blanco lijst 6","",,"https://www.facebook.com/Lijst-Ton-Hanssen-verkiezingen-Peel-en-Maas-2129004387126463/",,,
"Pekela","G0765","10848","Samen Voor Pekela","3","https://samenvoorpekela.webs.com/",,,,
"Pijnacker-Nootdorp","G1926","10031","Politieke Vereniging Eerlijk Alternatief","5","http://www.eerlijkalternatief.nl/","https://www.facebook.com/eapijno/",,,
"Pijnacker-Nootdorp","G1926","10031","Progressief PN/P.v.d.A/GROENLINKS","4","https://pijnacker-nootdorp.groenlinks.nl/",,"drupal",,
"Pijnacker-Nootdorp","G1926","10031","Gemeentebelangen","3","https://gbpn.nl/","https://www.facebook.com/gemeentebelangen/reviews/","wordpress","https://gbpn.nl/feed/",true
"Pijnacker-Nootdorp","G1926","10031","ChristenUnie-SGP","1","https://pijnacker-nootdorp.christenunie-sgp.nl/","https://www.facebook.com/CUSGPPijnackerNootdorp/","procurios","https://pijnacker-nootdorp.christenunie-sgp.nl/l/rss/collect/news/43758.6132",true
"Pijnacker-Nootdorp","G1926","10031","TPN ( Trots Pijnacker-Nootdorp )","1","http://www.trotspn.nl/",,"wordpress","http://www.trotspn.nl/feed/",true
"Pijnacker-Nootdorp","G1926","10031","LOKAAL LPN","",,,,,
"Purmerend","G0439","11066","STADSPARTIJ","6","https://www.stadspartijpurmerend.nl/","https://www.facebook.com/stadspartij/","joomla!",,
"Purmerend","G0439","11066","Leefbaar Purmerend 2001","3","http://www.leefbaarpurmerend.com/",,"wordpress","http://www.leefbaarpurmerend.com/feed/",true
"Purmerend","G0439","11066","Ouderenpartij AOV Purmerend","3","https://www.ouderenpartijaovpurmerend.nl/","https://www.facebook.com/ouderenpartijaovpurmerend/",,,
"Purmerend","G0439","11066","Groep HOP","","http://groephop.nl/","https://www.facebook.com/pages/category/Personal-Blog/Groep-Hop-Purmerend-188573511875084/",,,
"Purmerend","G0439","11066","Lijst Van Damme (LVD)","",,,,,
"Purmerend","G0439","11066","TOP","","http://www.kapsalontopgewoon.nl/",,,,
"Putten","G0273","11109","Wij Putten","5","https://www.wijputten.nl/","https://www.facebook.com/pages/category/Political-Party/Wij-Putten-286790501366111/","wordpress","https://www.wijputten.nl/home/feed/",false
"Putten","G0273","11109","GEMEENTEBELANGEN","3","https://www.gemeentebelangenputten.nl/","https://www.facebook.com/gemeentebelangen.putten/","wordpress","https://www.gemeentebelangenputten.nl/feed/",true
"Raalte","G0177","10279","Gemeentebelangen","7",,"https://www.facebook.com/GBRaalte/",,,
"Raalte","G0177","10279","BurgerBelangen","4",,"https://www.facebook.com/burgerbelangen0572/",,,
"Raalte","G0177","10279","Lokaal Alternatief","2","https://lokaalalternatief.wordpress.com/",,"wordpress.com","https://lokaalalternatief.wordpress.com/feed/",false
"Raalte","G0177","10279","Raalte Natuurlijk","","http://www.raaltenatuurlijk.nl/","https://www.facebook.com/partijraaltenatuurlijk/","wordpress","http://www.raaltenatuurlijk.nl/feed/",true
"Reimerswaal","G0703","10077","LEEFBAAR REIMERSWAAL","3","http://leefbaarreimerswaal.nl/",,"basekit",,
"Renkum","G0274","11325","GemeenteBelangen (GB)","4","https://www.gemeentebelangenrenkum.nl/",,"wordpress","https://www.gemeentebelangenrenkum.nl/feed/",true
"Renkum","G0274","11325","Partij Renkumse Dorpen (PRD)","3","http://partijrenkumsedorpen.nl/","https://www.facebook.com/partijrenkumsedorpen/","wordpress","http://partijrenkumsedorpen.nl/?feed=rss2",false
"Renswoude","G0339","10269","Dorpsbelang Renswoude","2","http://www.dorpsbelangrenswoude.nl/","https://www.facebook.com/dorpsbelangrenswoude/","lmsoft",,
"Reusel-De Mierden","G1667","10162","Samenwerking Reusel- de Mierden","8","http://samenwerkingreuseldemierden.nl/","https://www.facebook.com/samenwerkingreuseldemierden/",,,
"Rheden","G0275","11355","GPR Burgerbelangen","3",,,,,
"Rhenen","G0340","10309","Progressief Rhenen/GROENLINKS","3","http://progressievecombinatierhenen.nl/","https://www.facebook.com/PCRhenen/posts","powered",,
"Rhenen","G0340","10309","RHENENS BELANG","2","http://www.rhenensbelang.nl/","https://www.facebook.com/Rhenens-Belang-216350885098126/","wordpress","http://www.rhenensbelang.nl/feed/",false
"Rhenen","G0340","10309","TolbrugRhenen.nl","",,"https://www.facebook.com/TolbrugRhenen.nl/",,,
"Rhenen","G0340","10309","TROTS op Nederland voor échte Democratie","","http://www.trotsrhenen.nl/",,,,
"Ridderkerk","G0597","10646","Partij 18PLUS","5","https://www.partij18plus.nl/","https://www.facebook.com/partij18plus/",,,
"Ridderkerk","G0597","10646","Echt voor Ridderkerk (EVR)","4","http://www.echtvoorridderkerk.nu/","https://www.facebook.com/TopDealerNL/",,,
"Ridderkerk","G0597","10646","Leefbaar Ridderkerk","3","https://www.leefbaarridderkerk.nl/","https://www.facebook.com/pages/category/Political-Party/Leefbaar-Ridderkerk-1693530777597563/",,"https://www.leefbaarridderkerk.nl/?format=feed&type=rss",false
"Ridderkerk","G0597","10646","Burger op 1","1","http://www.burgerop1.nl/","https://www.facebook.com/pages/category/Political-Party/Burger-op-1-Ridderkerk-870346463145724/","wordpress","http://www.burgerop1.nl/?feed=rss2",true
"Rijssen-Holten","G1742","10358","Gemeentebelang Rijssen-Holten","4","http://gb-rijssen-holten.nl/","https://www.facebook.com/gbRijssenHolten/","wordpress","http://gb-rijssen-holten.nl/feed/",false
"Rijswijk","G0603","11133","BETER VOOR RIJSWIJK","5","http://www.betervoorrijswijk.nu/","https://www.facebook.com/BeterVoorRijswijk/","trim","http://www.betervoorrijswijk.nu/feed/",true
"Rijswijk","G0603","11133","WIJ.","3","https://www.wijrijswijk.nl/","https://www.facebook.com/WijRijswijk/","wordpress","https://www.wijrijswijk.nl/feed/",true
"Rijswijk","G0603","11133","Gemeentebelangen Rijswijk (GR)","2","https://www.gemeentebelangenrijswijk.nl/","https://www.facebook.com/GBRijswijk/",,"https://www.gemeentebelangenrijswijk.nl/feed/news/rss/",true
"Rijswijk","G0603","11133","RijswijksBelang","2","http://www.rijswijksbelang.nl/","https://nl-nl.facebook.com/RijswijksBelang/",,,
"Rijswijk","G0603","11133","Onafhankelijk Rijswijk","1","https://www.onafhankelijkrijswijk.nl/","https://www.facebook.com/onafhankelijkrijswijk/","wordpress","https://www.onafhankelijkrijswijk.nl/feed/",true
"Rijswijk","G0603","11133","LP","","http://www.lp-rijswijk.nl/","https://www.facebook.com/lprijswijk/","e-grip",,
"Rijswijk","G0603","11133","Partij Sociaal Cultureel Centrum (PSCC)","","https://partijsociaalcultureelcentrum.jimdo.com/",,,"https://partijsociaalcultureelcentrum.jimdo.com/rss/blog",false
"Roerdalen","G1669","10196","Roerstreek Lokaal!","6","http://www.roerstreeklokaal.nl/","https://www.facebook.com/RoerstreekLokaal/","wordpress","http://www.roerstreeklokaal.nl/feed/",true
"Roerdalen","G1669","10196","Democraten Roerdalen","3","http://www.democratenroerdalen.nl/","https://www.facebook.com/Democraten/",,,
"Roerdalen","G1669","10196","Ons Roerdalen","2","http://onsroerdalen.nl/","https://www.facebook.com/OnsRoerdalen/posts","powered","http://onsroerdalen.nl/feed/",true
"Roermond","G0957","11313","LVR (Liberale Volkspartij Roermond)","9",,"https://www.facebook.com/liberalevolkspartijroermond/",,,
"Roermond","G0957","11313","Demokraten Swalmen (DS)","3","https://www.demokratenswalmen.nl/",,"wordpress","https://www.demokratenswalmen.nl/feed/",true
"Roermond","G0957","11313","Stadspartij Roermond","1","http://www.stadspartijroermond.nl/","https://www.facebook.com/Stadspartij-Roermond-617671144991934/",,,
"Roermond","G0957","11313","Blanco lijst 10","","https://www.corpwear.nl/",,,,
"Roermond","G0957","11313","Partij voor Leefbaarheid en Democratie","",,"https://www.facebook.com/pvldroermond/",,,
"Roosendaal","G1674","10407","Roosendaalse Lijst","8","https://www.roosendaalselijst.nl/","https://www.facebook.com/RoosendaalseLijst/videos/roosendaal-voor-andr%C3%A9/1312294238917153/",,"https://www.roosendaalselijst.nl/feed/",true
"Roosendaal","G1674","10407","VRIJE LIBERALE PARTIJ (V.L.P.)","6","http://www.vlproosendaal.nl/",,,,
"Roosendaal","G1674","10407","Nieuwe Democraten (ND)","1","https://nieuwedemocraten.nl/","https://www.facebook.com/NieuweDemocraten/",,,
"Roosendaal","G1674","10407","Pleijdooi Voor Cultuur (PVC)","","https://www.cultuurnetwerkroosendaal.nl/",,,,
"Rotterdam","G0599","10345","Leefbaar Rotterdam","11","http://www.leefbaarrotterdam.nl/",,,,
"Rotterdam","G0599","10345","NIDA Rotterdam","2","http://www.nidarotterdam.nl/",,,,
"Rotterdam","G0599","10345","ChristenUnie-SGP","1","http://www.cusgprotterdam.nl/","https://www.facebook.com/cusgprotterdam/",,,
"Rotterdam","G0599","10345","Beweging Armoedebestrijding Rotterdam","","http://p-bar.nl/","https://www.facebook.com/pages/category/Political-Party/Social-Point-Rotterdam-2148118942100745/","wordpress","http://p-bar.nl/feed/",true
"Rotterdam","G0599","10345","De Broederschapspartij","",,"https://www.facebook.com/Nultienforever/",,,
"Rotterdam","G0599","10345","De Nieuwe Rotterdamsche Partij (NRP)","","https://nieuwerotterdamschepartij.nl/","https://www.facebook.com/NieuweRotterdamschePartij/","wordpress","https://nieuwerotterdamschepartij.nl/feed/",false
"Rotterdam","G0599","10345","JEZUS LEEFT","","https://www.jezusleeft.nl/",,,,
"Rotterdam","G0599","10345","Jong Rotterdam","",,,,,
"Rotterdam","G0599","10345","Stadsinitiatief Rotterdam","","https://stadsinitiatief-rotterdam.nl/","https://www.facebook.com/stadsinitiatief010/",,,
"Rotterdam","G0599","10345","U-Buntu Connected Front (UCF)","",,"https://www.facebook.com/pages/category/Political-Organization/UCF-U-Buntu-Connected-Front-587125468300658/",,,
"Rozendaal","G0277","10684","Belangengemeenschap Rozendaal","3",,,,,
"Rozendaal","G0277","10684","Progressief Akkoord Rozendaal","3","http://www.pak-rozendaal.nl/",,"divi","http://www.pak-rozendaal.nl/feed/",true
"Rozendaal","G0277","10684","Rosendael '74","3","http://rosendael74.nl/",,"joomla!","http://rosendael74.nl/?format=feed&type=rss",false
"Rucphen","G0840","11152","RUCPHENSE VOLKSPARTIJ (RVP)","6","http://gewoonvooru.nl/","https://www.facebook.com/gewoonvooru/","wordpress","http://gewoonvooru.nl/feed/",false
"Schagen","G0441","10511","Seniorenpartij Schagen","4","https://seniorenpartijschagen.nl/","https://www.facebook.com/seniorenpartijschagen/",,,
"Schagen","G0441","10511","JESS","3","https://jess.nl/",,"wordpress","https://jess.nl/feed/",true
"Schagen","G0441","10511","Duurzaam Schagen","1","http://www.duurzaamschagen.nl/",,"ziber",,
"Schagen","G0441","10511","Wens4U (wij en Schagen voor u)","1","http://www.wens4u.nl/",,,,
"Scherpenzeel","G0279","11146","GemeenteBelangen Scherpenzeel","5","http://www.gbscherpenzeel.nl/","https://www.facebook.com/gemeentebelangenscherpenzeel/",,,
"Scherpenzeel","G0279","11146","PRO Scherpenzeel","1","https://www.proscherpenzeel.nl/","https://www.facebook.com/progressiefscherpenzeel/","wordpress","https://www.proscherpenzeel.nl/feed/",true
"Schiedam","G0606","11260","Algemeen Ouderen Verbond","4","https://aovschiedam.nl/",,"aov","https://aovschiedam.nl/feed/",true
"Schiedam","G0606","11260","Lokaal Onafhankelijk Schiedam (L.O.S.)","2","http://losschiedam.nl/","https://www.facebook.com/LOSSchiedam/",,,
"Schiedam","G0606","11260","OuderenPartij Schiedam","2","https://aovschiedam.nl/","https://www.facebook.com/pages/category/Community/OuderenPartij-Schiedam-239259716606287/","aov","https://aovschiedam.nl/feed/",true
"Schiedam","G0606","11260","PS Progressief Schiedam","2","http://progressief-schiedam.nl/","https://www.facebook.com/ProgressiefSchiedam/","wordpress","http://progressief-schiedam.nl/?feed=rss2",false
"Schiedam","G0606","11260","ChristenUnie-SGP","1","https://schiedam.christenunie.nl/","https://www.facebook.com/CUSGPSchiedam/","procurios","https://schiedam.christenunie.nl/l/rss/collect/news/636408.6144",true
"Schiedam","G0606","11260","Sociaal Liberaal Verbond (S.L.V.)","1","https://slvschiedam.nl/",,"joomla!","https://slvschiedam.nl/?format=feed&type=rss",false
"Schiermonnikoog","G0088","10355","Samen voor Schiermonnikoog (SAMEN)","4","https://www.samenvoorschiermonnikoog.nl/",,,,
"Schiermonnikoog","G0088","10355","Ons Belang","3","https://www.onsbelangschiermonnikoog.nl/","https://www.facebook.com/pages/category/Product-Service/Kiesvereniging-Ons-Belang-1748606091844886/",,"https://www.onsbelangschiermonnikoog.nl/home?format=RSS",false
"Schiermonnikoog","G0088","10355","Schiermonnikoogs Belang","2","http://www.schiermonnikoogsbelang.nl/","https://www.facebook.com/SchiermonnikoogsBelang/","wordpress","http://www.schiermonnikoogsbelang.nl/feed/",false
"Schouwen-Duiveland","G1676","10843","Leefbaar Schouwen-Duiveland","6",,"https://www.facebook.com/schouwenduiveland/",,,
"'s-Gravenhage","G0518","11434","Groep de Mos / Hart voor Den Haag","8","https://www.hartvoordenhaag.nl/",,"powered","https://www.hartvoordenhaag.nl/feed/",true
"'s-Gravenhage","G0518","11434","Haagse Stadspartij","3","https://haagsestadspartij.nl/",,"wordpress","https://haagsestadspartij.nl/feed/",true
"'s-Gravenhage","G0518","11434","ChristenUnie-SGP","1","https://denhaag.christenunie.nl/",,"procurios","https://denhaag.christenunie.nl/l/rss/collect/news/487158.11246",true
"'s-Gravenhage","G0518","11434","Islam Democraten","1","http://www.islamdemocraten.nl/",,,,
"'s-Gravenhage","G0518","11434","NIDA","1","https://denhaag.allekandidaten.nl/","https://www.facebook.com/NIDADenHaag/",,,
"'s-Gravenhage","G0518","11434","Partij van de Eenheid","1","http://partijvandeeenheid.nl/","https://www.facebook.com/Partij-van-de-Eenheid-1035264439848343/","wordpress","http://partijvandeeenheid.nl/feed/",false
"'s-Gravenhage","G0518","11434","Blanco lijst 14","","http://www.forumvoordenhaag.nl/",,"one.com",,
"'s-Gravenhage","G0518","11434","Bond voor Studenten Actie","","https://bsathehague.com/","https://www.facebook.com/bsathehague/","wordpress.com","https://bsathehague.com/feed/",false
"'s-Gravenhage","G0518","11434","Dynamo Den Haag","","http://www.rietvelddynamo.nl/",,,,
"'s-Gravenhage","G0518","11434","Haagse Toekomst","","https://www.reakt.nl/",,,,
"'s-Gravenhage","G0518","11434","Samen070","","https://denhaag.allekandidaten.nl/","https://www.facebook.com/Samen070/",,,
"'s-Hertogenbosch","G0796","10054","De Bossche Groenen","3","https://www.debosschegroenen.nl/","https://www.facebook.com/deBosscheGroenen/",,,
"'s-Hertogenbosch","G0796","10054","Rosmalens Belang","3","https://www.rosmalensbelang.nl/",,,"http://www.rosmalensbelang.nl/feed/rss2",false
"'s-Hertogenbosch","G0796","10054","Leefbaar 's-Hertogenbosch  Paul Kagie","2","http://www.paulkagie.nl/","https://www.facebook.com/PaulKagieDenBosch/posts",,,
"'s-Hertogenbosch","G0796","10054","Bossche Volks Partij","2","http://www.bosschevolkspartij.nl/",,"wordpress","http://www.bosschevolkspartij.nl/feed/",true
"'s-Hertogenbosch","G0796","10054","RAADSGROEPERING '' BOSCH BELANG ''","2","https://www.boschbelang.nl/","https://www.facebook.com/RaadsgroeperingBoschBelang","wordpress","https://www.boschbelang.nl/feed/",false
"'s-Hertogenbosch","G0796","10054","gewoon ge-DREVEN","1","https://www.gewoongedreven.nl/",,"uniblox",,
"'s-Hertogenbosch","G0796","10054","Buitengewoon Ongewoon","",,"https://www.facebook.com/BuitengewoonOngewoon/posts",,,
"'s-Hertogenbosch","G0796","10054","KNILLIS","","http://www.knillis.nl/",,"wordpress","http://www.knillis.nl/?feed=rss2",true
"'s-Hertogenbosch","G0796","10054","Lokaal Liberaal 's-Hertogenbosch","","http://lokaalliberaal.nl/","https://www.facebook.com/LokaalLiberaalsHertogenbosch/",,,
"Simpelveld","G0965","10515","BurgerBelangen","4","https://simpelveld.pvda.nl/","https://www.facebook.com/burgerbelangensimpelveld/",,,
"Simpelveld","G0965","10515","Leefbaar Simpelveld","3",,"https://www.facebook.com/ppls01/",,,
"Simpelveld","G0965","10515","Lokaal Actief","3",,"https://www.facebook.com/pages/category/Political-Party/Lokaal-Actief-1582036442113325/",,,
"Simpelveld","G0965","10515","SAMEN 1","2",,"https://www.facebook.com/ppsamen1/",,,
"Sint Anthonis","G1702","11415","Sint Anthonis NU","6","http://www.sintanthonis.nu/",,"wordpress","http://www.sintanthonis.nu/feed/",true
"Sint-Michielsgestel","G0845","10496","Plaatselijke Politieke Alliantie (PPA)","7",,,,,
"Sint-Michielsgestel","G0845","10496","DorpsGoed","3","http://www.dorpsgoed.nl/","https://www.facebook.com/dorpsgoed/",,"http://www.dorpsgoed.nl/feed/",true
"Sint-Michielsgestel","G0845","10496","De Gestelse Coalitie","2",,"https://www.facebook.com/DeGestelseCoalitie/",,,
"Sittard-Geleen","G1883","11230","G.O.B.","9","https://www.gob-online.nl/",,,,
"Sittard-Geleen","G1883","11230","Stadspartij","3",,"https://www.facebook.com/stadspartijsgb/",,,
"Sittard-Geleen","G1883","11230","DNA Partij","2","http://www.dna-partij.nl/","https://www.facebook.com/empnewswm/videos/1590635874386207/",,,
"Sittard-Geleen","G1883","11230","Samen Politiek Actief (S.P.A.)","1","https://spa-sg.nl/",,"wordpress","https://spa-sg.nl/feed/",false
